Epoch,Loss,Train Accuracy,Test Accuracy
0,1.9482288360595703,0.4357142857142857,0.344
1,1.9024347066879272,0.4357142857142857,0.291
2,1.7195072174072266,0.7642857142857142,0.506
3,1.2989495992660522,0.8071428571428572,0.623
4,0.9273897409439087,0.7571428571428571,0.533
5,1.1905511617660522,0.7357142857142858,0.56
6,0.7557298541069031,0.7214285714285714,0.512
7,0.6863567233085632,0.9071428571428571,0.683
8,0.5006330609321594,0.9142857142857143,0.686
9,0.351855605840683,0.9357142857142857,0.738
10,0.2915196716785431,0.9571428571428572,0.789
11,0.2538136839866638,0.9357142857142857,0.779
12,0.20416881144046783,0.9571428571428572,0.757
13,0.20157045125961304,0.9928571428571429,0.772
14,0.11052149534225464,0.9928571428571429,0.771
15,0.09755582362413406,0.9785714285714285,0.761
16,0.12498748302459717,0.9857142857142858,0.742
17,0.08806751668453217,0.9857142857142858,0.743
18,0.08673397451639175,0.9928571428571429,0.747
19,0.0715591162443161,1.0,0.76
20,0.056166112422943115,1.0,0.768
21,0.08245443552732468,0.9928571428571429,0.759
22,0.056002289056777954,0.9928571428571429,0.776
23,0.09404604882001877,0.9928571428571429,0.777
24,0.02315458469092846,1.0,0.767
25,0.05105018988251686,1.0,0.731
26,0.022512508556246758,0.9785714285714285,0.696
27,0.12283828109502792,0.9928571428571429,0.733
28,0.0530393011868,0.9928571428571429,0.748
29,0.01689569093286991,0.9928571428571429,0.764
30,0.016034623607993126,0.9928571428571429,0.771
31,0.037031471729278564,1.0,0.767
32,0.023115625604987144,1.0,0.771
33,0.012072572484612465,0.9928571428571429,0.775
34,0.0398753359913826,0.9928571428571429,0.775
35,0.04158053919672966,1.0,0.756
36,0.03654596954584122,1.0,0.753
37,0.020971624180674553,1.0,0.755
38,0.028973082080483437,1.0,0.767
39,0.028966695070266724,1.0,0.769
40,0.009967031888663769,1.0,0.77
41,0.023458071053028107,1.0,0.773
42,0.010736949741840363,1.0,0.775
43,0.03541838750243187,1.0,0.768
44,0.059443309903144836,1.0,0.777
45,0.010977762751281261,1.0,0.775
46,0.008555751293897629,1.0,0.765
47,0.06476470082998276,1.0,0.759
48,0.05802323296666145,1.0,0.762
49,0.004239287693053484,1.0,0.761
50,0.017527500167489052,1.0,0.76
51,0.06044628843665123,1.0,0.751
52,0.01722354255616665,1.0,0.749
53,0.014856730587780476,1.0,0.743
54,0.031572937965393066,1.0,0.745
55,0.015650348737835884,1.0,0.738
56,0.009823073633015156,0.9928571428571429,0.726
57,0.030048871412873268,1.0,0.717
58,0.012396263889968395,1.0,0.728
59,0.007634484674781561,1.0,0.736
60,0.024440018460154533,1.0,0.735
61,0.009734506718814373,1.0,0.731
62,0.009804568253457546,1.0,0.74
63,0.034655410796403885,1.0,0.738
64,0.023733915761113167,1.0,0.743
65,0.0082570044323802,1.0,0.743
66,0.02816896326839924,1.0,0.742
67,0.0059841228649020195,1.0,0.747
68,0.00908207893371582,1.0,0.751
69,0.022764215245842934,1.0,0.745
70,0.010140684433281422,1.0,0.743
71,0.005401200149208307,1.0,0.733
72,0.014160201884806156,1.0,0.725
73,0.02407526597380638,1.0,0.722
74,0.0031776661053299904,1.0,0.719
75,0.01129965577274561,1.0,0.718
76,0.03388455510139465,1.0,0.722
77,0.03083043172955513,1.0,0.733
78,0.010944300331175327,1.0,0.748
79,0.01076111476868391,1.0,0.762
80,0.0047946348786354065,1.0,0.769
81,0.0037533678114414215,1.0,0.778
82,0.004545032512396574,1.0,0.779
83,0.002034289762377739,1.0,0.776
84,0.0027525571640580893,1.0,0.773
85,0.003461415646597743,1.0,0.774
86,0.005931546911597252,1.0,0.777
87,0.009657367132604122,1.0,0.779
88,0.008094643242657185,1.0,0.789
89,0.009234084747731686,1.0,0.781
90,0.007782392669469118,1.0,0.783
91,0.003601681673899293,1.0,0.782
92,0.006517344154417515,1.0,0.774
93,0.004108051303774118,1.0,0.772
94,0.0030174755956977606,1.0,0.76
95,0.011667231097817421,1.0,0.753
96,0.011699170805513859,1.0,0.747
97,0.021525606513023376,1.0,0.738
98,0.0036436407826840878,1.0,0.738
99,0.013983380049467087,1.0,0.749
